"STEPHENS" "ECR" "ECR-ITERATIVE-1"
"z.3298" 2 2 2
"z.3299" 3 3 3
"z.3300" 1 1 1
"z.3301" 2 2 2
"z.3302" 2 2 2
"z.3303" 2 2 2
"z.3304" 2 2 2
"z.3305" 1 1 1
"z.3306" 2 2 2
"z.3307" 3 3 3
"z.3308" 3 3 3
"z.3309" 2 2 2
"z.3310" 2 2 2
"z.3311" 2 2 2
"z.3312" 2 2 2
"z.3313" 2 2 2
"z.3314" 3 3 3
"z.3315" 3 3 3
"z.3316" 2 2 2
"z.3317" 1 1 1
"z.3318" 2 2 2
"z.3319" 2 2 2
"z.3320" 1 1 1
"z.3321" 2 2 2
"z.3322" 2 2 2
"z.3323" 1 1 1
"z.3324" 2 2 2
"z.3325" 2 2 2
"z.3326" 3 3 3
"z.3327" 1 1 1
"z.3328" 2 2 2
"z.3329" 3 3 3
"z.3330" 3 3 3
"z.3331" 3 3 3
"z.3332" 2 2 2
"z.3333" 1 1 1
"z.3334" 2 2 2
"z.3335" 3 3 3
"z.3336" 2 2 2
"z.3337" 2 2 2
"z.3338" 1 1 1
"z.3339" 1 1 1
"z.3340" 2 2 2
"z.3341" 2 2 2
"z.3342" 2 2 2
"z.3343" 3 3 3
"z.3344" 2 2 2
"z.3345" 1 1 1
"z.3346" 2 2 2
"z.3347" 2 2 2
"z.3348" 2 2 2
"z.3349" 2 2 2
"z.3350" 3 3 3
"z.3351" 3 3 3
"z.3352" 2 2 2
"z.3353" 3 3 3
"z.3354" 2 2 2
"z.3355" 2 2 2
"z.3356" 2 2 2
"z.3357" 1 1 1
"z.3358" 2 2 2
"z.3359" 1 1 1
"z.3360" 2 2 2
"z.3361" 2 2 2
"z.3362" 2 2 2
"z.3363" 1 1 1
"z.3364" 2 2 2
"z.3365" 3 3 3
"z.3366" 1 1 1
"z.3367" 2 2 2
"z.3368" 1 1 1
"z.3369" 1 1 1
"z.3370" 2 2 2
"z.3371" 2 2 2
"z.3372" 2 2 2
"z.3373" 2 2 2
"z.3374" 3 3 3
"z.3375" 2 2 2
"z.3376" 2 2 2
"z.3377" 2 2 2
"z.3378" 2 2 2
"z.3379" 2 2 2
"z.3380" 1 1 1
"z.3381" 2 2 2
"z.3382" 2 2 2
"z.3383" 2 2 2
"z.3384" 2 2 2
"z.3385" 3 3 3
"z.3386" 2 2 2
"z.3387" 3 3 3
"z.3388" 3 3 3
"z.3389" 2 2 2
"z.3390" 2 2 2
"z.3391" 2 2 2
"z.3392" 2 2 2
"z.3393" 2 2 2
"z.3394" 2 2 2
"z.3395" 2 2 2
"z.3396" 1 1 1
"z.3397" 3 3 3
"z.3398" 2 2 2
"z.3399" 3 3 3
"z.3400" 2 2 2
"z.3401" 2 2 2
"z.3402" 2 2 2
"z.3403" 2 2 2
"z.3404" 2 2 2
"z.3405" 1 1 1
"z.3406" 1 1 1
"z.3407" 2 2 2
"z.3408" 2 2 2
"z.3409" 3 3 3
"z.3410" 2 2 2
"z.3411" 2 2 2
"z.3412" 2 2 2
"z.3413" 3 3 3
"z.3414" 2 2 2
"z.3415" 3 3 3
"z.3416" 1 1 1
"z.3417" 2 2 2
"z.3418" 3 3 3
"z.3419" 2 2 2
"z.3420" 2 2 2
"z.3421" 1 1 1
"z.3422" 3 3 3
"z.3423" 2 2 2
"z.3424" 2 2 2
"z.3425" 2 2 2
"z.3426" 2 2 2
"z.3427" 2 2 2
"z.3428" 2 2 2
"z.3429" 2 2 2
"z.3430" 2 2 2
"z.3431" 2 2 2
"z.3432" 3 3 3
"z.3433" 3 3 3
"z.3434" 2 2 2
"z.3435" 2 2 2
"z.3436" 3 3 3
"z.3437" 2 2 2
"z.3438" 1 1 1
"z.3439" 1 1 1
"z.3440" 2 2 2
"z.3441" 3 3 3
"z.3442" 3 3 3
"z.3443" 2 2 2
"z.3444" 2 2 2
"z.3445" 2 2 2
"z.3446" 2 2 2
"z.3447" 1 1 1
"z.3448" 2 2 2
"z.3449" 2 2 2
"z.3450" 2 2 2
"z.3451" 1 1 1
"z.3452" 2 2 2
"z.3453" 2 2 2
"z.3454" 1 1 1
"z.3455" 2 2 2
"z.3456" 2 2 2
"z.3457" 3 3 3
"z.3458" 2 2 2
"z.3459" 2 2 2
"z.3460" 1 1 1
"z.3461" 1 1 1
"z.3462" 2 2 2
"z.3463" 2 2 2
"z.3464" 2 2 2
"z.3465" 2 2 2
"z.3466" 1 1 1
"z.3467" 2 2 2
"z.3468" 2 2 2
"z.3469" 2 2 2
"z.3470" 3 3 3
"z.3471" 2 2 2
"z.3472" 2 2 2
"z.3473" 3 3 3
"z.3474" 2 2 2
"z.3475" 2 2 2
"z.3476" 2 2 2
"z.3477" 2 2 2
"z.3478" 2 2 2
"z.3479" 2 2 2
"z.3480" 2 2 2
"z.3481" 2 2 2
"z.3482" 2 2 2
"z.3483" 2 2 2
"z.3484" 2 2 2
"z.3485" 3 3 3
"z.3486" 2 2 2
"z.3487" 2 2 2
"z.3488" 1 1 1
"z.3489" 2 2 2
"z.3490" 2 2 2
"z.3491" 2 2 2
"z.3492" 2 2 2
"z.3493" 3 3 3
"z.3494" 2 2 2
"z.3495" 2 2 2
"z.3496" 3 3 3
"z.3497" 2 2 2
"z.3498" 1 1 1
"z.3499" 1 1 1
"z.3500" 2 2 2
"z.3501" 2 2 2
"z.3502" 2 2 2
"z.3503" 2 2 2
"z.3504" 3 3 3
"z.3505" 1 1 1
"z.3506" 1 1 1
"z.3507" 2 2 2
"z.3508" 2 2 2
"z.3509" 2 2 2
"z.3510" 2 2 2
"z.3511" 3 3 3
"z.3512" 2 2 2
"z.3513" 2 2 2
"z.3514" 2 2 2
"z.3515" 2 2 2
"z.3516" 2 2 2
"z.3517" 2 2 2
"z.3518" 2 2 2
"z.3519" 1 1 1
"z.3520" 1 1 1
"z.3521" 2 2 2
"z.3522" 2 2 2
"z.3523" 2 2 2
"z.3524" 3 3 3
"z.3525" 2 2 2
"z.3526" 3 3 3
"z.3527" 2 2 2
"z.3528" 2 2 2
"z.3529" 2 2 2
"z.3530" 3 3 3
"z.3531" 2 2 2
"z.3532" 2 2 2
"z.3533" 2 2 2
"z.3534" 3 3 3
"z.3535" 2 2 2
"z.3536" 2 2 2
"z.3537" 2 2 2
"z.3538" 1 1 1
"z.3539" 2 2 2
"z.3540" 2 2 2
"z.3541" 2 2 2
"z.3542" 1 1 1
"z.3543" 2 2 2
"z.3544" 2 2 2
"z.3545" 2 2 2
"z.3546" 3 3 3
"z.3547" 2 2 2
"z.3548" 1 1 1
"z.3549" 3 3 3
"z.3550" 2 2 2
"z.3551" 2 2 2
"z.3552" 2 2 2
"z.3553" 1 1 1
"z.3554" 3 3 3
"z.3555" 2 2 2
"z.3556" 3 3 3
"z.3557" 3 3 3
"z.3558" 3 3 3
"z.3559" 2 2 2
"z.3560" 1 1 1
"z.3561" 2 2 2
"z.3562" 2 2 2
"z.3563" 1 1 1
"z.3564" 1 1 1
"z.3565" 2 2 2
