"STEPHENS" "ECR" "ECR-ITERATIVE-1"
"z.2215" 6 6 6
"z.2216" 2 2 2
"z.2217" 2 2 2
"z.2218" 5 5 5
"z.2219" 3 3 3
"z.2220" 2 2 2
"z.2221" 2 2 2
"z.2222" 3 3 3
"z.2223" 6 6 6
"z.2224" 4 4 4
"z.2225" 2 2 2
"z.2226" 2 2 2
"z.2227" 3 3 3
"z.2228" 6 6 6
"z.2229" 2 2 2
"z.2230" 2 2 2
"z.2231" 2 2 2
"z.2232" 2 2 2
"z.2233" 2 2 2
"z.2234" 2 2 2
"z.2235" 2 2 2
"z.2236" 2 2 2
"z.2237" 2 2 2
"z.2238" 2 2 2
"z.2239" 6 6 6
"z.2240" 2 2 2
"z.2241" 6 6 6
"z.2242" 6 6 6
"z.2243" 2 2 2
"z.2244" 2 2 2
"z.2245" 6 6 6
"z.2246" 6 6 6
"z.2247" 2 2 2
"z.2248" 2 2 2
"z.2249" 2 2 2
"z.2250" 2 2 2
"z.2251" 2 2 2
"z.2252" 2 2 2
"z.2253" 2 2 2
"z.2254" 4 4 4
"z.2255" 1 1 1
"z.2256" 3 3 3
"z.2257" 6 6 6
"z.2258" 2 2 2
"z.2259" 2 2 2
"z.2260" 2 2 2
"z.2261" 3 3 3
"z.2262" 2 2 2
"z.2263" 2 2 2
"z.2264" 5 5 5
"z.2265" 2 2 2
"z.2266" 2 2 2
"z.2267" 6 6 6
"z.2268" 6 6 6
"z.2269" 3 3 3
"z.2270" 3 3 3
"z.2271" 2 2 2
"z.2272" 6 6 6
"z.2273" 3 3 3
"z.2274" 2 2 2
"z.2275" 2 2 2
"z.2276" 3 3 3
"z.2277" 2 2 2
"z.2278" 2 2 2
"z.2279" 2 2 2
"z.2280" 2 2 2
"z.2281" 6 6 6
"z.2282" 2 2 2
"z.2283" 3 3 3
"z.2284" 6 6 6
"z.2285" 2 2 2
"z.2286" 2 2 2
"z.2287" 6 6 6
"z.2288" 2 2 2
"z.2289" 3 3 3
"z.2290" 6 6 6
"z.2291" 4 4 4
"z.2292" 2 2 2
"z.2293" 2 2 2
"z.2294" 4 4 4
"z.2295" 2 2 2
"z.2296" 6 6 6
"z.2297" 6 6 6
"z.2298" 2 2 2
"z.2299" 2 2 2
"z.2300" 6 6 6
"z.2301" 2 2 2
"z.2302" 2 2 2
"z.2303" 3 3 3
"z.2304" 2 2 2
"z.2305" 3 3 3
"z.2306" 2 2 2
"z.2307" 2 2 2
"z.2308" 6 6 6
"z.2309" 3 3 3
"z.2310" 2 2 2
"z.2311" 6 6 6
"z.2312" 2 2 2
"z.2313" 3 3 3
"z.2314" 6 6 6
"z.2315" 2 2 2
"z.2316" 2 2 2
"z.2317" 2 2 2
"z.2318" 2 2 2
"z.2319" 6 6 6
"z.2320" 2 2 2
"z.2321" 3 3 3
"z.2322" 6 6 6
"z.2323" 2 2 2
"z.2324" 2 2 2
"z.2325" 3 3 3
"z.2326" 2 2 2
"z.2327" 2 2 2
"z.2328" 3 3 3
"z.2329" 3 3 3
"z.2330" 2 2 2
"z.2331" 4 4 4
"z.2332" 6 6 6
"z.2333" 6 6 6
"z.2334" 4 4 4
"z.2335" 2 2 2
"z.2336" 2 2 2
"z.2337" 2 2 2
"z.2338" 3 3 3
"z.2339" 4 4 4
"z.2340" 4 4 4
"z.2341" 3 3 3
"z.2342" 2 2 2
"z.2343" 2 2 2
"z.2344" 2 2 2
"z.2345" 3 3 3
"z.2346" 3 3 3
"z.2347" 2 2 2
"z.2348" 2 2 2
"z.2349" 2 2 2
"z.2350" 3 3 3
"z.2351" 2 2 2
"z.2352" 3 3 3
"z.2353" 3 3 3
"z.2354" 2 2 2
"z.2355" 6 6 6
"z.2356" 6 6 6
"z.2357" 2 2 2
"z.2358" 6 6 6
"z.2359" 2 2 2
"z.2360" 2 2 2
"z.2361" 6 6 6
"z.2362" 2 2 2
"z.2363" 3 3 3
"z.2364" 2 2 2
"z.2365" 2 2 2
"z.2366" 2 2 2
"z.2367" 6 6 6
"z.2368" 2 2 2
"z.2369" 2 2 2
"z.2370" 2 2 2
"z.2371" 2 2 2
"z.2372" 3 3 3
"z.2373" 3 3 3
"z.2374" 2 2 2
"z.2375" 3 3 3
"z.2376" 2 2 2
"z.2377" 2 2 2
"z.2378" 6 6 6
"z.2379" 2 2 2
"z.2380" 2 2 2
"z.2381" 3 3 3
"z.2382" 3 3 3
"z.2383" 2 2 2
"z.2384" 2 2 2
"z.2385" 4 4 4
"z.2386" 6 6 6
"z.2387" 2 2 2
"z.2388" 2 2 2
"z.2389" 4 4 4
"z.2390" 2 2 2
"z.2391" 6 6 6
"z.2392" 4 4 4
"z.2393" 2 2 2
"z.2394" 2 2 2
"z.2395" 2 2 2
"z.2396" 6 6 6
"z.2397" 2 2 2
"z.2398" 2 2 2
"z.2399" 2 2 2
"z.2400" 2 2 2
"z.2401" 2 2 2
"z.2402" 2 2 2
"z.2403" 2 2 2
"z.2404" 3 3 3
"z.2405" 6 6 6
"z.2406" 6 6 6
"z.2407" 2 2 2
"z.2408" 2 2 2
"z.2409" 2 2 2
"z.2410" 2 2 2
"z.2411" 2 2 2
"z.2412" 2 2 2
"z.2413" 3 3 3
"z.2414" 2 2 2
"z.2415" 2 2 2
"z.2416" 3 3 3
"z.2417" 2 2 2
"z.2418" 2 2 2
"z.2419" 3 3 3
"z.2420" 2 2 2
"z.2421" 2 2 2
"z.2422" 6 6 6
"z.2423" 2 2 2
"z.2424" 3 3 3
"z.2425" 2 2 2
"z.2426" 3 3 3
"z.2427" 2 2 2
"z.2428" 6 6 6
"z.2429" 4 4 4
"z.2430" 2 2 2
"z.2431" 6 6 6
"z.2432" 2 2 2
"z.2433" 6 6 6
"z.2434" 3 3 3
"z.2435" 2 2 2
"z.2436" 2 2 2
"z.2437" 6 6 6
"z.2438" 2 2 2
"z.2439" 1 1 1
"z.2440" 3 3 3
"z.2441" 2 2 2
"z.2442" 2 2 2
"z.2443" 3 3 3
"z.2444" 2 2 2
"z.2445" 2 2 2
"z.2446" 2 2 2
"z.2447" 4 4 4
"z.2448" 2 2 2
"z.2449" 2 2 2
"z.2450" 2 2 2
"z.2451" 3 3 3
"z.2452" 3 3 3
"z.2453" 2 2 2
"z.2454" 3 3 3
"z.2455" 2 2 2
"z.2456" 2 2 2
"z.2457" 3 3 3
"z.2458" 2 2 2
"z.2459" 2 2 2
"z.2460" 6 6 6
"z.2461" 2 2 2
"z.2462" 3 3 3
"z.2463" 3 3 3
"z.2464" 6 6 6
"z.2465" 3 3 3
"z.2466" 2 2 2
"z.2467" 3 3 3
"z.2468" 2 2 2
"z.2469" 3 3 3
"z.2470" 5 5 5
"z.2471" 2 2 2
"z.2472" 2 2 2
"z.2473" 2 2 2
"z.2474" 2 2 2
"z.2475" 2 2 2
"z.2476" 2 2 2
"z.2477" 4 4 4
"z.2478" 3 3 3
"z.2479" 2 2 2
"z.2480" 6 6 6
"z.2481" 2 2 2
"z.2482" 3 3 3
"z.2483" 2 2 2
"z.2484" 2 2 2
"z.2485" 2 2 2
"z.2486" 6 6 6
"z.2487" 6 6 6
"z.2488" 2 2 2
"z.2489" 2 2 2
"z.2490" 6 6 6
"z.2491" 3 3 3
"z.2492" 2 2 2
"z.2493" 2 2 2
"z.2494" 2 2 2
"z.2495" 6 6 6
"z.2496" 4 4 4
"z.2497" 2 2 2
"z.2498" 2 2 2
"z.2499" 3 3 3
"z.2500" 2 2 2
"z.2501" 4 4 4
"z.2502" 3 3 3
"z.2503" 2 2 2
"z.2504" 3 3 3
"z.2505" 6 6 6
"z.2506" 2 2 2
"z.2507" 2 2 2
"z.2508" 6 6 6
"z.2509" 4 4 4
"z.2510" 3 3 3
"z.2511" 2 2 2
"z.2512" 6 6 6
"z.2513" 2 2 2
"z.2514" 2 2 2
"z.2515" 2 2 2
"z.2516" 2 2 2
"z.2517" 2 2 2
"z.2518" 6 6 6
"z.2519" 2 2 2
"z.2520" 3 3 3
"z.2521" 3 3 3
"z.2522" 2 2 2
"z.2523" 4 4 4
"z.2524" 2 2 2
"z.2525" 2 2 2
"z.2526" 4 4 4
"z.2527" 2 2 2
"z.2528" 3 3 3
"z.2529" 3 3 3
"z.2530" 2 2 2
"z.2531" 6 6 6
"z.2532" 2 2 2
"z.2533" 6 6 6
"z.2534" 2 2 2
"z.2535" 3 3 3
"z.2536" 3 3 3
"z.2537" 6 6 6
"z.2538" 3 3 3
"z.2539" 2 2 2
"z.2540" 2 2 2
"z.2541" 2 2 2
"z.2542" 2 2 2
"z.2543" 3 3 3
"z.2544" 3 3 3
"z.2545" 2 2 2
"z.2546" 2 2 2
"z.2547" 2 2 2
"z.2548" 2 2 2
"z.2549" 3 3 3
"z.2550" 4 4 4
"z.2551" 4 4 4
"z.2552" 2 2 2
"z.2553" 6 6 6
"z.2554" 2 2 2
"z.2555" 6 6 6
"z.2556" 4 4 4
"z.2557" 2 2 2
"z.2558" 2 2 2
"z.2559" 4 4 4
"z.2560" 4 4 4
"z.2561" 6 6 6
"z.2562" 2 2 2
"z.2563" 5 5 5
"z.2564" 2 2 2
"z.2565" 2 2 2
"z.2566" 2 2 2
"z.2567" 3 3 3
"z.2568" 3 3 3
"z.2569" 2 2 2
"z.2570" 2 2 2
"z.2571" 3 3 3
"z.2572" 6 6 6
"z.2573" 6 6 6
"z.2574" 2 2 2
"z.2575" 3 3 3
"z.2576" 4 4 4
"z.2577" 3 3 3
"z.2578" 6 6 6
"z.2579" 2 2 2
"z.2580" 2 2 2
"z.2581" 6 6 6
"z.2582" 2 2 2
"z.2583" 6 6 6
"z.2584" 3 3 3
"z.2585" 2 2 2
"z.2586" 4 4 4
"z.2587" 2 2 2
"z.2588" 3 3 3
"z.2589" 3 3 3
"z.2590" 3 3 3
"z.2591" 3 3 3
"z.2592" 3 3 3
"z.2593" 3 3 3
"z.2594" 3 3 3
"z.2595" 2 2 2
"z.2596" 2 2 2
"z.2597" 2 2 2
"z.2598" 4 4 4
"z.2599" 2 2 2
"z.2600" 2 2 2
"z.2601" 2 2 2
"z.2602" 3 3 3
"z.2603" 2 2 2
"z.2604" 6 6 6
"z.2605" 2 2 2
"z.2606" 2 2 2
"z.2607" 2 2 2
"z.2608" 2 2 2
"z.2609" 2 2 2
"z.2610" 4 4 4
"z.2611" 2 2 2
"z.2612" 5 5 5
"z.2613" 2 2 2
"z.2614" 2 2 2
"z.2615" 2 2 2
"z.2616" 2 2 2
"z.2617" 5 5 5
"z.2618" 4 4 4
"z.2619" 4 4 4
"z.2620" 2 2 2
"z.2621" 2 2 2
"z.2622" 5 5 5
"z.2623" 2 2 2
"z.2624" 6 6 6
"z.2625" 6 6 6
"z.2626" 2 2 2
"z.2627" 2 2 2
"z.2628" 2 2 2
"z.2629" 3 3 3
"z.2630" 3 3 3
"z.2631" 2 2 2
"z.2632" 4 4 4
"z.2633" 3 3 3
"z.2634" 2 2 2
"z.2635" 4 4 4
"z.2636" 2 2 2
"z.2637" 2 2 2
"z.2638" 2 2 2
"z.2639" 2 2 2
"z.2640" 2 2 2
"z.2641" 2 2 2
"z.2642" 6 6 6
"z.2643" 6 6 6
"z.2644" 4 4 4
"z.2645" 3 3 3
"z.2646" 6 6 6
"z.2647" 2 2 2
"z.2648" 2 2 2
"z.2649" 6 6 6
"z.2650" 2 2 2
"z.2651" 3 3 3
"z.2652" 3 3 3
"z.2653" 4 4 4
"z.2654" 2 2 2
"z.2655" 2 2 2
"z.2656" 2 2 2
"z.2657" 6 6 6
"z.2658" 2 2 2
"z.2659" 2 2 2
"z.2660" 2 2 2
"z.2661" 5 5 5
"z.2662" 2 2 2
"z.2663" 2 2 2
"z.2664" 2 2 2
"z.2665" 2 2 2
"z.2666" 6 6 6
"z.2667" 6 6 6
"z.2668" 6 6 6
"z.2669" 6 6 6
"z.2670" 2 2 2
"z.2671" 6 6 6
"z.2672" 2 2 2
"z.2673" 2 2 2
"z.2674" 2 2 2
"z.2675" 4 4 4
"z.2676" 2 2 2
"z.2677" 2 2 2
"z.2678" 3 3 3
"z.2679" 2 2 2
"z.2680" 6 6 6
"z.2681" 2 2 2
"z.2682" 6 6 6
"z.2683" 2 2 2
"z.2684" 3 3 3
"z.2685" 2 2 2
"z.2686" 2 2 2
"z.2687" 4 4 4
"z.2688" 2 2 2
"z.2689" 3 3 3
"z.2690" 2 2 2
"z.2691" 2 2 2
"z.2692" 6 6 6
"z.2693" 2 2 2
"z.2694" 2 2 2
"z.2695" 3 3 3
"z.2696" 2 2 2
"z.2697" 3 3 3
"z.2698" 6 6 6
"z.2699" 3 3 3
"z.2700" 2 2 2
"z.2701" 2 2 2
"z.2702" 6 6 6
"z.2703" 2 2 2
"z.2704" 4 4 4
"z.2705" 6 6 6
"z.2706" 2 2 2
"z.2707" 2 2 2
"z.2708" 2 2 2
"z.2709" 4 4 4
"z.2710" 6 6 6
"z.2711" 2 2 2
"z.2712" 2 2 2
"z.2713" 2 2 2
"z.2714" 6 6 6
"z.2715" 3 3 3
"z.2716" 6 6 6
"z.2717" 6 6 6
"z.2718" 4 4 4
"z.2719" 2 2 2
"z.2720" 2 2 2
"z.2721" 2 2 2
"z.2722" 3 3 3
"z.2723" 2 2 2
"z.2724" 2 2 2
"z.2725" 2 2 2
"z.2726" 3 3 3
"z.2727" 2 2 2
"z.2728" 2 2 2
"z.2729" 2 2 2
"z.2730" 2 2 2
"z.2731" 6 6 6
"z.2732" 2 2 2
"z.2733" 6 6 6
"z.2734" 6 6 6
"z.2735" 2 2 2
"z.2736" 2 2 2
"z.2737" 2 2 2
"z.2738" 2 2 2
"z.2739" 2 2 2
"z.2740" 3 3 3
"z.2741" 2 2 2
"z.2742" 2 2 2
"z.2743" 2 2 2
"z.2744" 2 2 2
"z.2745" 2 2 2
"z.2746" 2 2 2
"z.2747" 6 6 6
"z.2748" 3 3 3
"z.2749" 2 2 2
"z.2750" 6 6 6
"z.2751" 2 2 2
"z.2752" 2 2 2
"z.2753" 2 2 2
"z.2754" 4 4 4
"z.2755" 3 3 3
"z.2756" 3 3 3
"z.2757" 3 3 3
"z.2758" 3 3 3
"z.2759" 2 2 2
"z.2760" 3 3 3
"z.2761" 6 6 6
"z.2762" 2 2 2
"z.2763" 3 3 3
"z.2764" 2 2 2
"z.2765" 2 2 2
"z.2766" 2 2 2
"z.2767" 2 2 2
"z.2768" 3 3 3
"z.2769" 2 2 2
"z.2770" 2 2 2
"z.2771" 4 4 4
"z.2772" 6 6 6
"z.2773" 2 2 2
"z.2774" 3 3 3
"z.2775" 4 4 4
"z.2776" 2 2 2
"z.2777" 2 2 2
"z.2778" 2 2 2
"z.2779" 2 2 2
"z.2780" 2 2 2
"z.2781" 3 3 3
"z.2782" 3 3 3
"z.2783" 2 2 2
"z.2784" 2 2 2
"z.2785" 2 2 2
"z.2786" 2 2 2
"z.2787" 4 4 4
"z.2788" 2 2 2
"z.2789" 2 2 2
"z.2790" 4 4 4
"z.2791" 2 2 2
"z.2792" 2 2 2
"z.2793" 2 2 2
"z.2794" 2 2 2
"z.2795" 6 6 6
"z.2796" 2 2 2
"z.2797" 6 6 6
"z.2798" 3 3 3
"z.2799" 2 2 2
"z.2800" 2 2 2
"z.2801" 4 4 4
"z.2802" 6 6 6
"z.2803" 6 6 6
"z.2804" 6 6 6
"z.2805" 2 2 2
"z.2806" 5 5 5
"z.2807" 3 3 3
"z.2808" 2 2 2
"z.2809" 3 3 3
"z.2810" 6 6 6
"z.2811" 6 6 6
"z.2812" 2 2 2
"z.2813" 6 6 6
"z.2814" 2 2 2
"z.2815" 3 3 3
"z.2816" 2 2 2
"z.2817" 2 2 2
"z.2818" 3 3 3
"z.2819" 2 2 2
"z.2820" 2 2 2
"z.2821" 3 3 3
"z.2822" 6 6 6
"z.2823" 4 4 4
"z.2824" 2 2 2
"z.2825" 2 2 2
"z.2826" 4 4 4
"z.2827" 2 2 2
"z.2828" 6 6 6
"z.2829" 3 3 3
"z.2830" 4 4 4
"z.2831" 4 4 4
"z.2832" 2 2 2
"z.2833" 2 2 2
"z.2834" 3 3 3
"z.2835" 2 2 2
"z.2836" 2 2 2
"z.2837" 2 2 2
"z.2838" 1 1 1
"z.2839" 4 4 4
"z.2840" 3 3 3
"z.2841" 4 4 4
"z.2842" 2 2 2
"z.2843" 3 3 3
"z.2844" 6 6 6
"z.2845" 6 6 6
"z.2846" 3 3 3
"z.2847" 5 5 5
"z.2848" 2 2 2
"z.2849" 2 2 2
"z.2850" 4 4 4
"z.2851" 4 4 4
"z.2852" 6 6 6
"z.2853" 6 6 6
"z.2854" 3 3 3
"z.2855" 3 3 3
"z.2856" 3 3 3
"z.2857" 4 4 4
"z.2858" 3 3 3
"z.2859" 2 2 2
"z.2860" 2 2 2
"z.2861" 6 6 6
"z.2862" 2 2 2
"z.2863" 3 3 3
"z.2864" 6 6 6
"z.2865" 2 2 2
"z.2866" 2 2 2
"z.2867" 2 2 2
"z.2868" 2 2 2
"z.2869" 3 3 3
"z.2870" 6 6 6
"z.2871" 6 6 6
"z.2872" 2 2 2
"z.2873" 2 2 2
"z.2874" 3 3 3
"z.2875" 2 2 2
"z.2876" 2 2 2
"z.2877" 2 2 2
"z.2878" 6 6 6
"z.2879" 3 3 3
"z.2880" 2 2 2
"z.2881" 2 2 2
"z.2882" 3 3 3
"z.2883" 4 4 4
"z.2884" 2 2 2
"z.2885" 3 3 3
"z.2886" 2 2 2
"z.2887" 2 2 2
"z.2888" 2 2 2
"z.2889" 3 3 3
"z.2890" 2 2 2
"z.2891" 6 6 6
"z.2892" 6 6 6
"z.2893" 3 3 3
"z.2894" 2 2 2
"z.2895" 3 3 3
"z.2896" 3 3 3
"z.2897" 4 4 4
"z.2898" 2 2 2
"z.2899" 2 2 2
"z.2900" 2 2 2
"z.2901" 1 1 1
"z.2902" 2 2 2
"z.2903" 3 3 3
"z.2904" 4 4 4
"z.2905" 4 4 4
"z.2906" 2 2 2
"z.2907" 2 2 2
"z.2908" 2 2 2
"z.2909" 2 2 2
"z.2910" 3 3 3
"z.2911" 2 2 2
"z.2912" 6 6 6
"z.2913" 6 6 6
"z.2914" 3 3 3
"z.2915" 2 2 2
"z.2916" 2 2 2
"z.2917" 2 2 2
"z.2918" 3 3 3
"z.2919" 2 2 2
"z.2920" 2 2 2
"z.2921" 2 2 2
"z.2922" 2 2 2
"z.2923" 2 2 2
"z.2924" 2 2 2
"z.2925" 5 5 5
"z.2926" 2 2 2
"z.2927" 2 2 2
"z.2928" 2 2 2
"z.2929" 4 4 4
"z.2930" 3 3 3
"z.2931" 2 2 2
"z.2932" 2 2 2
"z.2933" 2 2 2
"z.2934" 5 5 5
"z.2935" 6 6 6
"z.2936" 4 4 4
"z.2937" 5 5 5
"z.2938" 2 2 2
"z.2939" 2 2 2
"z.2940" 3 3 3
"z.2941" 2 2 2
"z.2942" 3 3 3
"z.2943" 6 6 6
"z.2944" 2 2 2
"z.2945" 2 2 2
"z.2946" 2 2 2
"z.2947" 3 3 3
"z.2948" 3 3 3
"z.2949" 2 2 2
"z.2950" 2 2 2
"z.2951" 6 6 6
"z.2952" 2 2 2
"z.2953" 2 2 2
"z.2954" 2 2 2
"z.2955" 3 3 3
"z.2956" 4 4 4
"z.2957" 3 3 3
"z.2958" 4 4 4
"z.2959" 6 6 6
"z.2960" 5 5 5
"z.2961" 6 6 6
"z.2962" 3 3 3
"z.2963" 2 2 2
"z.2964" 2 2 2
"z.2965" 3 3 3
"z.2966" 2 2 2
"z.2967" 3 3 3
"z.2968" 4 4 4
"z.2969" 2 2 2
"z.2970" 4 4 4
"z.2971" 3 3 3
"z.2972" 2 2 2
"z.2973" 2 2 2
"z.2974" 3 3 3
"z.2975" 2 2 2
"z.2976" 2 2 2
"z.2977" 2 2 2
"z.2978" 6 6 6
"z.2979" 3 3 3
"z.2980" 3 3 3
"z.2981" 6 6 6
"z.2982" 2 2 2
"z.2983" 2 2 2
"z.2984" 6 6 6
"z.2985" 4 4 4
"z.2986" 6 6 6
"z.2987" 2 2 2
"z.2988" 2 2 2
"z.2989" 6 6 6
"z.2990" 3 3 3
"z.2991" 5 5 5
"z.2992" 2 2 2
"z.2993" 6 6 6
"z.2994" 2 2 2
"z.2995" 3 3 3
"z.2996" 2 2 2
"z.2997" 2 2 2
"z.2998" 3 3 3
"z.2999" 6 6 6
"z.3000" 2 2 2
"z.3001" 2 2 2
"z.3002" 2 2 2
"z.3003" 6 6 6
"z.3004" 2 2 2
"z.3005" 4 4 4
"z.3006" 3 3 3
"z.3007" 2 2 2
"z.3008" 2 2 2
"z.3009" 2 2 2
"z.3010" 3 3 3
"z.3011" 3 3 3
"z.3012" 3 3 3
"z.3013" 6 6 6
"z.3014" 3 3 3
"z.3015" 4 4 4
"z.3016" 2 2 2
"z.3017" 3 3 3
"z.3018" 2 2 2
"z.3019" 2 2 2
"z.3020" 4 4 4
"z.3021" 2 2 2
"z.3022" 2 2 2
"z.3023" 6 6 6
"z.3024" 2 2 2
"z.3025" 2 2 2
"z.3026" 2 2 2
"z.3027" 2 2 2
"z.3028" 2 2 2
"z.3029" 2 2 2
"z.3030" 2 2 2
"z.3031" 3 3 3
"z.3032" 2 2 2
"z.3033" 2 2 2
"z.3034" 2 2 2
"z.3035" 2 2 2
"z.3036" 3 3 3
"z.3037" 2 2 2
"z.3038" 6 6 6
"z.3039" 2 2 2
"z.3040" 4 4 4
"z.3041" 2 2 2
"z.3042" 6 6 6
"z.3043" 2 2 2
"z.3044" 3 3 3
"z.3045" 6 6 6
"z.3046" 2 2 2
"z.3047" 2 2 2
"z.3048" 6 6 6
"z.3049" 3 3 3
"z.3050" 2 2 2
"z.3051" 2 2 2
"z.3052" 2 2 2
"z.3053" 2 2 2
"z.3054" 2 2 2
"z.3055" 6 6 6
"z.3056" 3 3 3
"z.3057" 2 2 2
"z.3058" 2 2 2
"z.3059" 2 2 2
"z.3060" 2 2 2
"z.3061" 6 6 6
"z.3062" 6 6 6
"z.3063" 2 2 2
"z.3064" 2 2 2
"z.3065" 2 2 2
"z.3066" 2 2 2
"z.3067" 2 2 2
"z.3068" 3 3 3
"z.3069" 2 2 2
"z.3070" 2 2 2
"z.3071" 2 2 2
"z.3072" 2 2 2
"z.3073" 3 3 3
"z.3074" 2 2 2
"z.3075" 6 6 6
"z.3076" 5 5 5
"z.3077" 6 6 6
"z.3078" 2 2 2
"z.3079" 2 2 2
"z.3080" 2 2 2
"z.3081" 6 6 6
"z.3082" 2 2 2
"z.3083" 5 5 5
"z.3084" 2 2 2
"z.3085" 6 6 6
"z.3086" 2 2 2
"z.3087" 3 3 3
"z.3088" 3 3 3
"z.3089" 5 5 5
"z.3090" 2 2 2
"z.3091" 2 2 2
"z.3092" 3 3 3
"z.3093" 3 3 3
"z.3094" 3 3 3
"z.3095" 2 2 2
"z.3096" 2 2 2
"z.3097" 2 2 2
"z.3098" 3 3 3
"z.3099" 2 2 2
"z.3100" 6 6 6
"z.3101" 4 4 4
"z.3102" 4 4 4
"z.3103" 2 2 2
"z.3104" 6 6 6
"z.3105" 3 3 3
"z.3106" 6 6 6
"z.3107" 6 6 6
"z.3108" 2 2 2
"z.3109" 2 2 2
"z.3110" 6 6 6
"z.3111" 2 2 2
"z.3112" 2 2 2
"z.3113" 6 6 6
"z.3114" 2 2 2
"z.3115" 2 2 2
"z.3116" 3 3 3
"z.3117" 2 2 2
"z.3118" 6 6 6
"z.3119" 6 6 6
"z.3120" 4 4 4
"z.3121" 3 3 3
"z.3122" 2 2 2
"z.3123" 2 2 2
"z.3124" 2 2 2
"z.3125" 4 4 4
"z.3126" 2 2 2
"z.3127" 2 2 2
"z.3128" 2 2 2
"z.3129" 2 2 2
"z.3130" 2 2 2
"z.3131" 2 2 2
"z.3132" 3 3 3
"z.3133" 6 6 6
"z.3134" 3 3 3
"z.3135" 2 2 2
"z.3136" 3 3 3
"z.3137" 2 2 2
"z.3138" 6 6 6
"z.3139" 2 2 2
"z.3140" 3 3 3
"z.3141" 2 2 2
"z.3142" 2 2 2
"z.3143" 2 2 2
"z.3144" 2 2 2
"z.3145" 2 2 2
"z.3146" 3 3 3
"z.3147" 6 6 6
"z.3148" 2 2 2
"z.3149" 2 2 2
"z.3150" 6 6 6
"z.3151" 4 4 4
"z.3152" 6 6 6
"z.3153" 2 2 2
"z.3154" 2 2 2
"z.3155" 2 2 2
"z.3156" 3 3 3
"z.3157" 4 4 4
"z.3158" 2 2 2
"z.3159" 2 2 2
"z.3160" 2 2 2
"z.3161" 2 2 2
"z.3162" 5 5 5
"z.3163" 6 6 6
"z.3164" 3 3 3
"z.3165" 2 2 2
"z.3166" 4 4 4
"z.3167" 6 6 6
"z.3168" 2 2 2
"z.3169" 5 5 5
"z.3170" 2 2 2
"z.3171" 2 2 2
"z.3172" 2 2 2
"z.3173" 2 2 2
"z.3174" 4 4 4
"z.3175" 2 2 2
"z.3176" 3 3 3
"z.3177" 2 2 2
"z.3178" 2 2 2
"z.3179" 2 2 2
"z.3180" 3 3 3
"z.3181" 6 6 6
"z.3182" 4 4 4
"z.3183" 6 6 6
"z.3184" 3 3 3
"z.3185" 3 3 3
"z.3186" 2 2 2
"z.3187" 2 2 2
"z.3188" 2 2 2
"z.3189" 2 2 2
"z.3190" 2 2 2
"z.3191" 2 2 2
"z.3192" 3 3 3
"z.3193" 6 6 6
"z.3194" 6 6 6
"z.3195" 6 6 6
"z.3196" 6 6 6
"z.3197" 2 2 2
"z.3198" 3 3 3
"z.3199" 2 2 2
"z.3200" 2 2 2
"z.3201" 2 2 2
"z.3202" 2 2 2
"z.3203" 6 6 6
"z.3204" 2 2 2
"z.3205" 2 2 2
"z.3206" 6 6 6
"z.3207" 5 5 5
"z.3208" 2 2 2
"z.3209" 2 2 2
"z.3210" 6 6 6
"z.3211" 2 2 2
"z.3212" 2 2 2
"z.3213" 6 6 6
"z.3214" 1 1 1
"z.3215" 2 2 2
"z.3216" 2 2 2
"z.3217" 2 2 2
"z.3218" 6 6 6
"z.3219" 2 2 2
"z.3220" 2 2 2
"z.3221" 2 2 2
"z.3222" 6 6 6
"z.3223" 2 2 2
"z.3224" 2 2 2
"z.3225" 3 3 3
"z.3226" 2 2 2
"z.3227" 2 2 2
"z.3228" 2 2 2
"z.3229" 2 2 2
"z.3230" 3 3 3
"z.3231" 2 2 2
"z.3232" 4 4 4
"z.3233" 2 2 2
"z.3234" 4 4 4
"z.3235" 2 2 2
"z.3236" 2 2 2
"z.3237" 2 2 2
"z.3238" 2 2 2
"z.3239" 2 2 2
"z.3240" 2 2 2
"z.3241" 6 6 6
"z.3242" 5 5 5
"z.3243" 2 2 2
"z.3244" 6 6 6
"z.3245" 2 2 2
"z.3246" 2 2 2
"z.3247" 2 2 2
"z.3248" 2 2 2
"z.3249" 2 2 2
"z.3250" 3 3 3
"z.3251" 2 2 2
"z.3252" 2 2 2
"z.3253" 3 3 3
"z.3254" 6 6 6
"z.3255" 2 2 2
"z.3256" 3 3 3
"z.3257" 6 6 6
"z.3258" 2 2 2
"z.3259" 3 3 3
"z.3260" 3 3 3
"z.3261" 2 2 2
"z.3262" 3 3 3
"z.3263" 3 3 3
"z.3264" 2 2 2
"z.3265" 3 3 3
"z.3266" 4 4 4
"z.3267" 2 2 2
"z.3268" 3 3 3
"z.3269" 3 3 3
"z.3270" 2 2 2
"z.3271" 3 3 3
"z.3272" 2 2 2
"z.3273" 2 2 2
"z.3274" 6 6 6
"z.3275" 4 4 4
"z.3276" 2 2 2
"z.3277" 3 3 3
"z.3278" 2 2 2
"z.3279" 2 2 2
"z.3280" 2 2 2
"z.3281" 3 3 3
"z.3282" 2 2 2
"z.3283" 2 2 2
"z.3284" 6 6 6
"z.3285" 2 2 2
"z.3286" 3 3 3
"z.3287" 2 2 2
"z.3288" 2 2 2
